Marginal:
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Patient|x1|x2" : 0.035
    "x0|0|Vampire|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange ; Agent|x1|x0 Patient|x1|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x5|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Patient|x1|x5 Agent|x2|x0 Patient|x2|x5 Location|x2|x4 Agent|x3|x0 Location|x3|x4" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat ; Agent|x1|x0 Location|x1|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Patient|x1|x4" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Patient|x1|x3 Location|x1|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x5|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle ; Agent|x1|x0 Patient|x1|x3" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x4|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x5|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building ; Agent|x1|x0 Patient|x1|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Bat-animal|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle ; Agent|x1|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x3|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x5|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle ; Agent|x1|x0 Patient|x1|x4" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x5|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire ; Agent|x1|x0 Patient|x1|x3 Location|x1|x2 Agent|x4|x5 Patient|x4|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle ; Agent|x1|x0 Patient|x1|x2 Location|x1|x4 Agent|x3|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Vampire|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x3|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat,animal_ish x4|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat,animal_ish x5|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat ; Agent|x1|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x5|0|Vampire|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire ; Agent|x1|x0 Patient|x1|x4" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x3|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x5|0|Bat-animal|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat ; Agent|x1|x0 Location|x1|x4 Agent|x3|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Bat-animal|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire ; Agent|x1|x0 Patient|x1|x2" : 0.0005
    "x0|0|Vampire|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x5|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire ; Agent|x1|x0 Patient|x1|x2 Location|x1|x4" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange ; Agent|x1|x0 Agent|x2|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Agent|x2|x4" : 0.0005
    "x0|0|Vampire|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x4|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x5|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle ; Agent|x1|x0 Patient|x1|x3" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat,animal_ish ; Agent|x1|x0 Patient|x1|x3 Agent|x2|x3" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x5|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat ; Agent|x1|x0 Patient|x1|x2 Location|x1|x4 Agent|x5|x0" : 0.0005
    "x0|0|Vampire|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x5|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle ; Agent|x1|x0 Patient|x1|x3 Location|x1|x5 Agent|x2|x0 Patient|x2|x3 Location|x2|x4" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x5|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Patient|x1|x5 Agent|x2|x0 Patient|x2|x5 Location|x2|x4 Agent|x3|x0" : 0.0005
    "x0|0|Vampire|vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x3|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,-edible,-building|blood_orange,-edible x5|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire ; Agent|x1|x0 Patient|x1|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x4|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat,animal_ish ; Agent|x1|x0 Patient|x1|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x5|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat ; Agent|x1|x0 Patient|x1|x3 Agent|x2|x0 Patient|x2|x3 Location|x2|x4" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x5|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Patient|x1|x5" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x3|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x4|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x5|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x4|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x5|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange ; Agent|x1|x0 Agent|x4|x0 Patient|x4|x5" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat,animal_ish x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange ; Agent|x1|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x5|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat ; Agent|x1|x0 Patient|x1|x2 Agent|x4|x5" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x3|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building ; Agent|x1|x0 Location|x1|x4 Agent|x3|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x4|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x5|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat ; Agent|x1|x0 Patient|x1|x4 Location|x1|x3" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x3|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat,animal_ish x4|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x5|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat ; Agent|x1|x0 Agent|x5|x0 Patient|x5|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x3|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange x4|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x5|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat ; Agent|x1|x0 Patient|x1|x3" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle ; Agent|x1|x0" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat ; Agent|x1|x0 Agent|x4|x0 Patient|x4|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle,building x4|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat ; Agent|x1|x0 Location|x1|x3 Agent|x4|x0 Patient|x4|x2" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Castle|-vampire,-bat,-blood_orange,castle,-eat,-animal_ish,object,-edible,building|castle x4|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x5|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire ; Agent|x1|x0 Patient|x1|x2 Location|x1|x3" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x3|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x4|0|Bat-animal|-vampire,bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|bat x5|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible ; Agent|x1|x0 Patient|x1|x5 Agent|x2|x3 Patient|x2|x5" : 0.0005
    "x0|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x1|0|Eat|-vampire,-bat,-blood_orange,-castle,eat,-animal_ish,-object,-edible,-building|eat x2|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,edible,-building|blood_orange,edible x3|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x4|0|Vampire|vampire,-bat,-blood_orange,-castle,-eat,animal_ish,object,-edible,-building|vampire x5|0|Blood_orange|-vampire,-bat,blood_orange,-castle,-eat,-animal_ish,object,-edible,-building|blood_orange ; Agent|x1|x0 Patient|x1|x2" : 0.0005
